Source,Tweets,len,ID,Date,Source,Likes,RTs,SA
Xinhua,"""No more sexual harassment!"" Amid a series of Hollywood sexual harassment scandals,  Australia's entertainment indu… https://t.co/AVwmJyAsDR",140,967982899453743000,2/26/2018 4:41,SocialFlow,56,15,1
Xinhua,Paw Cat Contest held by cat lovers in Indonesia https://t.co/PYwCdo1G99,71,967973017774186000,2/26/2018 4:02,Xinhua News Agency,111,31,0
Xinhua,"North Korea says willing to hold talks with U.S., boosting hope for improved inter-Korean relations and denucleariz… https://t.co/6MyyNvjKr4",140,967966757238517000,2/26/2018 3:37,SocialFlow,86,35,1
Xinhua,"A 141-year-old painting worth nearly $1 million was accidentally found on a bus outside of Paris this month, eight… https://t.co/vYB7pZf2c7",139,967961690494197000,2/26/2018 3:17,SocialFlow,126,41,1
Xinhua,RT @XHSports: China swept both men's and women's titles at the 2018 #ITTF_TeamWorldCup after beating Japan twice in the finals https://t.co…,140,967959993159839000,2/26/2018 3:10,Twitter Web Client,0,25,0
Xinhua,"Whitehaven Beach in Whitsunday Islands, part of Australia's #GreatBarrierReef https://t.co/LDo90TgUPp",101,967959734954414000,2/26/2018 3:09,Xinhua News Agency,188,59,0
Xinhua,"Amazing nature: Orchid mantis, or hymenopus coronatus, spotted resting on a real orchid in rain forests in SW China… https://t.co/y8JDtJeR7D",140,967957752201932000,2/26/2018 3:01,Twitter Web Client,152,51,1
Xinhua,"Spring arrives! Full eyes of plum blossom on the Meihua Mountain, it's time for outdoor hike https://t.co/nWoLxWnoc9",116,967955578575314000,2/26/2018 2:52,Xinhua News Agency,304,116,1
Xinhua,"A strong band of thunderstorms swept across U.S. Midwest, including  portions of Ohio and Tennessee on February 25,… https://t.co/z7jSWP5MTR",140,967951667139432000,2/26/2018 2:37,SocialFlow,90,65,1
Xinhua,"DPRK warns U.S. of ""counteraction"" if new sanctions are imposed https://t.co/BL1MnoZMcA https://t.co/1If7E4SaAB",111,967950433049300000,2/26/2018 2:32,SocialFlow,94,37,1
Xinhua,DPRK condemns U.S. vice president for verbally attacking sister of top leader https://t.co/e6S96soRwu https://t.co/0h4MtbHPVD,125,967950222700793000,2/26/2018 2:31,SocialFlow,85,43,1
Xinhua,"#DailyWorldBriefing:
- Iran accelerates nuclear project amid U.S. hostile policies https://t.co/DehNN8TiGi
- Putin… https://t.co/ZOIgbmL3d4",139,967940554628755000,2/26/2018 1:53,SocialFlow,53,25,0
Xinhua,Winter games in Afghanistan! About 160 athletes take part in the first Winter Game Festival held on a frozen lake i… https://t.co/a0Hs9ELjdS,140,967938487256219000,2/26/2018 1:44,SocialFlow,106,39,-1
Xinhua,RT @XHSports: Chinese men trounced Japanese 3-0 to claim their seventh World Cup team title https://t.co/ITU51oeaCh,115,967935412411891000,2/26/2018 1:32,Twitter Web Client,0,21,0
Xinhua,RT @XHSports: Ding Ning led China to beat Japan 3-0 in the World Cup team final in London https://t.co/HE6yXvEjBo,113,967934110357319000,2/26/2018 1:27,Twitter Web Client,0,13,0
Xinhua,"Australian Prime Minister @TurnbullMalcolm ends U.S. visit, failing to persuade President  @realDonaldTrump to revi… https://t.co/iasfOPbQ39",140,967906113449545000,2/25/2018 23:36,SocialFlow,48,18,0
Xinhua,"The pilots of an Israeli F-16 jet downed by Syrian anti-aircraft missile made ""professional error,"" according to th… https://t.co/sHEcQqwP9C",140,967887127710257000,2/25/2018 22:20,SocialFlow,76,46,1
Xinhua,"Iran replaces its traditional trade hub the UAE with Qatar and Oman as it curbs its trade ties with the UAE, becaus… https://t.co/1WNGI8uEzc",140,967879033596858000,2/25/2018 21:48,SocialFlow,79,49,0
Xinhua,"The 6th annual Vancouver Pet Lover Show kicks off on Feb. 24, 2018. The two-day Vancouver Pet Lover Show is the lar… https://t.co/hhoNeXUqYp",140,967878625113575000,2/25/2018 21:47,SocialFlow,74,26,0
Xinhua,Syrian people who have been cowering in their homes for six days amid rebels' mortar shells have glimpsed a glimmer… https://t.co/OnQagTFi1q,140,967877679889420000,2/25/2018 21:43,SocialFlow,51,24,0
Xinhua,"Iran has stepped up building marine nuclear propulsion systems partly in response to Washington's increasingly ""hos… https://t.co/mcCLhwNfRL",140,967876168828489000,2/25/2018 21:37,SocialFlow,69,41,0
Xinhua,"History of aircraft is always confused with that of aviation.
In fact, human being’s first attempts to conquer the… https://t.co/nWkEMLpxy3",139,967867624309768000,2/25/2018 21:03,Media Studio,133,37,-1
Xinhua,"Venezuela's #Petro fuels expectations in #crypto asset market, but by itself, it won't improve situation for Venezu… https://t.co/RF8hFZSMDY",140,967852755913232000,2/25/2018 20:04,SocialFlow,71,30,0
Xinhua,"24 years after Ibrahimi Mosque massacre, fear of Israeli settler attacks still lingers among Palestinians in Hebron… https://t.co/KgBMP3xJU6",140,967847626552041000,2/25/2018 19:43,SocialFlow,51,21,0
Xinhua,"Israeli PM Netanyahu thanks U.S. President #Trump for scheduling U.S. embassy relocation to Jerusalem on May 14, Is… https://t.co/eHIVXaXxbd",140,967842396309422000,2/25/2018 19:23,SocialFlow,120,37,1
Xinhua,"#ChineseNewYear celebrations continue to thrill residents in Buenos Aires with traditional Chinese songs, dances, a… https://t.co/UsZ8rXcIIR",140,967838862570590000,2/25/2018 19:09,SocialFlow,98,25,0
Xinhua,"Cuban President Raul Castro commemorates 123rd anniversary of Cuba's War of Independence from Spain, and decorates… https://t.co/5Qd6WsInME",139,967830099277025000,2/25/2018 18:34,SocialFlow,122,39,0
Xinhua,Opinion: Beijing Winter Olympics in 2022 to carry forward Olympic spirit #PyeongChang2018 https://t.co/KDgFzipcXv https://t.co/lno1hA9jM2,137,967822427831992000,2/25/2018 18:03,Twitter Web Client,112,17,0
Xinhua,"Russia's Putin discussed Syrian issue with France's Macron &amp; Germany's Merkel by phone, stressing importance of imp… https://t.co/PsrXuMECpA",144,967817942883848000,2/25/2018 17:45,SocialFlow,89,35,0
Xinhua,"RT @XHSports: ""Over the past 17 days, we have experienced Olympic Games rooted in tradition and showing the way to the future,"" says IOC pr…",140,967791602671300000,2/25/2018 16:01,Twitter Web Client,0,10,1
Xinhua,RT @XHSports: Those moments from the closing ceremony @pyeongchang2018 https://t.co/z4qrUzuz3T,94,967787968223064000,2/25/2018 15:46,Twitter Web Client,0,25,0
Xinhua,#CPC Central Committee unveils its proposal on amendments to China's Constitution. Here is all you need to know:… https://t.co/JwJxHyN6Ky,137,967787884697870000,2/25/2018 15:46,Xinhua News Agency,185,78,0
Xinhua,RT @XHSports: '@pyeongchang2018 have closed with a performance by popular boy band EXO https://t.co/fE6UqYkovu,110,967785767350108000,2/25/2018 15:38,Twitter Web Client,0,10267,1
Xinhua,RT @XHSports: Enjoy eight minutes show from Beijing 2022 @pyeongchang2018 https://t.co/EPCXqY0KDM,97,967781150629359000,2/25/2018 15:19,Twitter Web Client,0,54,1
Xinhua,Dumplings are usually on the top of the menu when Chinese people celebrate the #ChineseNewYear. On the same occasio… https://t.co/Ua9S9fxj33,140,967779211367862000,2/25/2018 15:11,SocialFlow,118,26,1
Xinhua,RT @XHSports: See you in Beijing in 2022 @pyeongchang2018 https://t.co/x2jLs7wpOA,81,967778391242895000,2/25/2018 15:08,Twitter Web Client,0,32,0
Xinhua,#CPC proposes listing supervisory commissions as a new type of state organs in Constitution https://t.co/AIfN944k6P https://t.co/Ts4ksKwhV1,139,967774921807089000,2/25/2018 14:54,Xinhua News Agency,60,14,1
Xinhua,"Russia said it will ""severely suppress"" any attempt to undermine the process of political settlement in Syria after… https://t.co/H83Ccc4iiT",140,967771935697403000,2/25/2018 14:43,SocialFlow,85,27,0
Xinhua,"Traditional ""Tudorita"" spring festival held in Targoviste, Romania, to celebrate beginning of spring agricultural w… https://t.co/hvby21e8dX",140,967765997519335000,2/25/2018 14:19,Xinhua News Agency,141,43,0
Xinhua,"#BREAKING: At least 2 killed, 3 injured during protest in capital of DR Congo that demands President Kabila to step… https://t.co/WnwaUEMwUI",140,967763738089742000,2/25/2018 14:10,SocialFlow,61,35,-1
Xinhua,"Estonia, officially declaring independence on Feb. 24, 1918, celebrates centennial https://t.co/ZqP3qHLNQN",106,967759998884483000,2/25/2018 13:55,Xinhua News Agency,131,36,0
Xinhua,"Olympic flag hands over to next host Beijing.
Chen Jining, mayor of Beijing receives Olympic flag during the closin… https://t.co/B9OJvfqu21",140,967748435238469000,2/25/2018 13:09,Twitter Web Client,154,48,0
Xinhua,"Greeting from Beijing!
Beijing 2022 presentation at the closing ceremony @pyeongchang2018 #PyeongChang2018 #Olympics https://t.co/mXqqbjbY7v",140,967747486835130000,2/25/2018 13:05,Twitter Web Client,351,144,0
Xinhua,"Glimpses of ""Land und Genuss"" (Land and Enjoyment) fair in Frankfurt, Germany: salami sausages, pastry cakes and mo… https://t.co/sI5exQRMAr",140,967746217273888000,2/25/2018 13:00,Xinhua News Agency,55,8,1
Xinhua,Proposed constitutional amendment would grant more Chinese cities legislative power https://t.co/lXkqi9Sv0X https://t.co/d0cKo1Rdm0,131,967739162928603000,2/25/2018 12:32,SocialFlow,129,28,1
Xinhua,In pictures: Glimpses of collections at #MilanFashionWeek autumn/winter 2018-2019. More to follow https://t.co/t9BivDIJFY,121,967738867871776000,2/25/2018 12:31,Xinhua News Agency,69,20,1
Xinhua,"Bricks was the most common form of tea traded along the ancient #SilkRoad, as the pressing well preserved the leaves https://t.co/3MIpZ92ZKM",140,967738827300331000,2/25/2018 12:31,Xinhua News Agency,104,31,1
Xinhua,"Fire caused by portable charger on China Southern flight in Guangzhou was put out promptly, while passengers were r… https://t.co/9SbqseA4sk",140,967738465566654000,2/25/2018 12:30,Media Studio,104,81,0
Xinhua,"Grand parade in downtown Ghent, Belgium, for #ChineseNewYear celebrations https://t.co/8rCZ7s69EF",97,967731400127533000,2/25/2018 12:02,Xinhua News Agency,148,24,1
Xinhua,Incredible persistence! Tibetan postman delivers mail on treacherous highway in snow-capped mountains of SW China f… https://t.co/HgeBLsd8L8,140,967726650946392000,2/25/2018 11:43,Xinhua News Agency,185,38,1
Xinhua,RT @XHSports: The Lens of Han: Starry starry night. The Olympic figure skating gala captured by Xinhua photographer Han Yan https://t.co/wg…,140,967719822413873000,2/25/2018 11:15,Twitter Web Client,0,25,0
Xinhua,RT @XHSports: Russian athletes will have to march under the Olympic flag at Sunday's closing ceremony as IOC ruled against immediately lift…,140,967718007291052000,2/25/2018 11:08,Twitter Web Client,0,16,0
Xinhua,Roundup: CPC's proposed constitutional amendment package unveiled. Click https://t.co/VxieLY4WCp for highlights https://t.co/lFpPy76mn7,135,967717332431892000,2/25/2018 11:06,SocialFlow,154,51,0
Xinhua,"Death toll rises to at least 32 in #AlShabaab twin bombing attacks in Somali capital Mogadishu Friday, with most of… https://t.co/DyPNnZ1fY7",140,967716983784509000,2/25/2018 11:04,SocialFlow,67,17,1
Xinhua,"RT @XHSports: Xinhua photographer Han Yan captured the most important victory of the Olympics. The ""Olympic Athletes from Russia"" claimed t…",140,967711844931485000,2/25/2018 10:44,Twitter Web Client,0,22,1
Xinhua,A Chinese-designed bridge over #PanamaCanal is now around 80% completed. The Atlantic Bridge will be the first to s… https://t.co/cvdkyraWjF,140,967705554880778000,2/25/2018 10:19,Xinhua News Agency,385,157,1
Xinhua,"Figure Skating, the most elegant competitive sport on ice. Xinhua Photo present you 2018 Pyeongchang Winter Olympic… https://t.co/dBUiImIugf",140,967697299387310000,2/25/2018 9:46,Twitter Web Client,92,17,1
Xinhua,RT @XHSports: China is 16th on the final medal table of #PyeongChang2018 https://t.co/dn4GNrz6hP,96,967697083514871000,2/25/2018 9:45,Twitter Web Client,0,29,0
Hongkong,SCMP: Ex-Hong Kong care home warden arrested in sex scandal stripped of directorship over ‘irreparable damage’ https://t.co/TwoK4c6kz8,134,968485000000000000,2/27/2018 13:57,dlvr.it,4,1,0
Hongkong,SCMP: Driver of Hong Kong tram that overturned outside Bank of China HQ admits speeding at twice limit https://t.co/K87LRXZbNB,126,968445000000000000,2/27/2018 11:16,dlvr.it,8,0,0
Hongkong,"SCMP: Tin Shui Wai Hospital eyes expanded services, will offer 24-hour emergency care https://t.co/LQ94TuUibD",109,968436000000000000,2/27/2018 10:42,dlvr.it,7,0,0
Hongkong,SCMP: Security at Hong Kong prison raised to maximum for Indian-born alleged jailbreaker and terrorism funder ‘Romi’ https://t.co/q0sKfCyMlE,140,968403000000000000,2/27/2018 8:29,dlvr.it,3,3,-1
Hongkong,"SCMP: Hong Kong woman and son, 9, found dead in murder-suicide after husband kills himself  https://t.co/tl4bpJqvpE",115,968377000000000000,2/27/2018 6:47,dlvr.it,8,0,-1
Hongkong,HKFP: ‘I am a troublemaker’: Hong Kong Baptist University denies contract extension for staff union chair… https://t.co/WiIPO9LVk9,130,968345000000000000,2/27/2018 4:38,dlvr.it,6,0,0
Hongkong,"SCMP: Hong Kong bus drivers suspend strike threats, claiming ‘preliminary success’ after emergency meeting with KMB… https://t.co/ghNYLMTw3G",140,968344000000000000,2/27/2018 4:38,dlvr.it,5,1,1
Hongkong,SCMP: ‘Ticket-touting on steroids’ – UK body surprised Hong Kong Sevens is using Viagogo as online reseller for tic… https://t.co/Dc2BkMz5Qc,140,968335000000000000,2/27/2018 4:02,dlvr.it,4,1,1
Hongkong,SCMP: Volunteering is the gift that keeps on giving to students’ CVs https://t.co/hVlDkfjxUD,92,968310000000000000,2/27/2018 2:23,dlvr.it,5,0,0
Hongkong,SCMP: Hong Kong schools take flu precautions as classes resume after extended Lunar New Year break https://t.co/wj6YiWDzAP,122,968302000000000000,2/27/2018 1:49,dlvr.it,3,0,1
Hongkong,SCMP: Hong Kong woman jailed for torturing domestic helper Erwiana ordered to pay damages to second victim https://t.co/TqgxMhJI8M,130,968122000000000000,2/26/2018 13:55,dlvr.it,9,1,-1
Hongkong,"SCMP: Hong Kong may renegotiate fees with Disneyland after park posts HK$345 million loss, minister says https://t.co/60WkmQovNW",128,968081000000000000,2/26/2018 11:10,dlvr.it,8,0,0
Hongkong,SCMP: New Yorkers’ infatuation with a Chinese herbal cough syrup boosts distributor’s shares https://t.co/yNmLQqk1VK,116,968073000000000000,2/26/2018 10:38,dlvr.it,6,2,1
Hongkong,SCMP: Hunt for drunk Hong Kong expat who stole taxi in effort to reach red-light district https://t.co/JHWOcpB1QE,113,968031000000000000,2/26/2018 7:50,dlvr.it,15,8,-1
Hongkong,SCMP: Scores caught in police crackdown on illegal racing and speeding in Hong Kong https://t.co/FvNvrnV5pe,107,968014000000000000,2/26/2018 6:43,dlvr.it,3,0,-1
Hongkong,SCMP: Stamford American School Hong Kong: How does individualised learning work? https://t.co/RWPHxqhbv9,104,967981000000000000,2/26/2018 4:35,dlvr.it,5,0,0
Hongkong,SCMP: How to get your child to love learning Mandarin https://t.co/GkYP5gIr2N,77,967981000000000000,2/26/2018 4:35,dlvr.it,3,0,1
Hongkong,SCMP: KMB bus driver in strike will skip company talks if it does not recognise her as group representative https://t.co/820X88Fq5F,131,967964000000000000,2/26/2018 3:25,dlvr.it,4,0,0
Hongkong,SCMP: What types of paper and plastics should Hongkongers recycle? Authorities seek to clear confusion https://t.co/PtfMyC0Kr7,126,967947000000000000,2/26/2018 2:18,dlvr.it,4,2,1
Hongkong,SCMP: Who cares about popularity? Rita Fan unapologetic as she calls time on 40 years of Hong Kong politics     https://t.co/90U52kPfka,135,967938000000000000,2/26/2018 1:44,dlvr.it,1,0,0
Hongkong,SCMP: Woman who led KMB drivers’ strike suspended from work https://t.co/qRc3enNxgJ,83,967759000000000000,2/25/2018 13:52,dlvr.it,12,4,0
Hongkong,SCMP: Concerns persist as Hong Kong schools prepare to reopen after early Lunar New Year break caused by flu spread https://t.co/oconf8AMoT,139,967717000000000000,2/25/2018 11:06,dlvr.it,7,1,1
Hongkong,SCMP: Creative posters and big names part of campaign for Kowloon West hopefuls in Hong Kong by-election https://t.co/xZuCbHjnMw,128,967709000000000000,2/25/2018 10:33,dlvr.it,9,1,1
Hongkong,SCMP: Why history counts as much as balancing the books in Paul Chan’s budget for Hong Kong https://t.co/ZzGJd2LVNR,115,967667000000000000,2/25/2018 7:46,dlvr.it,8,0,1
Hongkong,"SCMP: ‘Hard to please all’, Hong Kong finance chief says about use of budget surplus as he hints at medical system… https://t.co/xccxsm2HJ4",139,967650000000000000,2/25/2018 6:40,dlvr.it,5,1,-1
Hongkong,HKFP: Newly discovered light-emitting firefly named after ‘brave and selfless’ Hong Kong liver donor… https://t.co/TWjaH5hT0R,125,967610000000000000,2/25/2018 3:59,dlvr.it,5,1,1
Hongkong,HKFP: Bus drivers end 3-hour strike over salary changes after KMB promises dialogue https://t.co/pwQgeQkfK2 https://t.co/3VvNj3ieFL,131,967610000000000000,2/25/2018 3:59,dlvr.it,6,1,0
Hongkong,SCMP: Is Discovery Bay’s ice rink all part of a grand plan to ensure its owners get their share of China’s bridge t… https://t.co/TlZOBVqhMs,140,967601000000000000,2/25/2018 3:23,dlvr.it,5,0,1
Hongkong,"SCMP: Fed up with human trafficking, Hong Kong migrant workers to hold vigil demanding justice https://t.co/auBbVhX4SR",118,967584000000000000,2/25/2018 2:15,dlvr.it,6,2,0
Hongkong,"SCMP: Leave no Hongkonger behind in tech training, industry urges ahead of budget address https://t.co/YwGexa9SmV",113,967575000000000000,2/25/2018 1:42,dlvr.it,4,0,-1
Hongkong,SCMP: KMB bus driver union strikes over pay dispute by stopping buses on Hong Kong roads https://t.co/bEC1r8WMXp,112,967380000000000000,2/24/2018 12:44,dlvr.it,6,1,0
Hongkong,SCMP: From Hong Kong IT worker to Canadian plumber: the path of those seeking escape from ‘hopeless’ city https://t.co/Du1BqK6N3o,129,967346000000000000,2/24/2018 10:30,dlvr.it,10,6,0
Hongkong,"HKFP: Joint checkpoint row: Chinese law not forced upon Hongkongers as they can choose to use Express Rail, says Ju… https://t.co/50qZMPo7TD",140,967346000000000000,2/24/2018 10:30,dlvr.it,7,0,1
Hongkong,"SCMP: Hong Kong’s doctors and nurses head for new lives in Australia, Canada and Britain, as 24,300 residents emigr… https://t.co/rvOlAoTWkh",140,967304000000000000,2/24/2018 7:42,dlvr.it,15,4,1
Hongkong,HKFP: Hong Kong Free Press Annual Transparency Report https://t.co/CgQkHMF6Uu https://t.co/F2N7ksUjwI,101,967287000000000000,2/24/2018 6:36,dlvr.it,8,0,1
Hongkong,SCMP: Son of former Hong Kong political figure Tommy Wan in ‘very serious condition’ after car crash https://t.co/95xiIr1ZYB,124,967246000000000000,2/24/2018 3:54,dlvr.it,4,2,-1
Hongkong,"HKFP: Homework horror: majority of primary teachers say students get at least 7 pieces a day, survey finds… https://t.co/hQSiV2RaYn",131,967222000000000000,2/24/2018 2:16,dlvr.it,5,2,1
Hongkong,SCMP: Middle-class families to get ‘massive’ tax breaks in Hong Kong budget https://t.co/0G2bHD5RbG,99,967213000000000000,2/24/2018 1:43,dlvr.it,6,2,0
Hongkong,SCMP: What’s holding Hong Kong back from becoming a smarter city? https://t.co/U41kjJfc9S,89,967194000000000000,2/24/2018 0:27,dlvr.it,7,1,1
Hongkong,SCMP: Hong Kong A&amp;E units see rise in number of severe patients as winter flu season continues https://t.co/0zR2QAPuJ5,122,967094000000000000,2/23/2018 17:48,dlvr.it,4,1,0
Hongkong,"SCMP: Hong Kong kindergarten pupils absent more than seven days must be reported, officials say https://t.co/bXwAxVYVRU",119,967016000000000000,2/23/2018 12:39,dlvr.it,11,2,1
Hongkong,SCMP: Hongkongers desperate for flu vaccine turn to Macau for help https://t.co/BAfo5vBwvc,90,966982000000000000,2/23/2018 10:26,dlvr.it,4,1,-1
Hongkong,"SCMP: Calls for Hong Kong self-determination as unlawful as independence talk, senior Beijing official says https://t.co/TwO51UQHqf",131,966982000000000000,2/23/2018 10:26,dlvr.it,7,3,0
Hongkong,"SCMP: Mystery ‘mainland tourist’ disrupts Mong Kok riot trial by taking photos, prompting judge to issue warning an… https://t.co/jNyYPoL27W",140,966941000000000000,2/23/2018 7:40,dlvr.it,11,4,0
Hongkong,SCMP: Silver Ferrari bursts into flames on Hong Kong flyover https://t.co/QIGqlZwz6g,84,966924000000000000,2/23/2018 6:33,dlvr.it,7,2,0
Hongkong,SCMP: Tips on parent-school interaction to help your child succeed https://t.co/2ZUptOFyGb,90,966882000000000000,2/23/2018 3:48,dlvr.it,2,1,0
Hongkong,"SCMP: Hong Kong policeman arrested for allegedly stealing HK$8,000 from ATM https://t.co/j1hib83LZT",99,966850000000000000,2/23/2018 1:40,dlvr.it,4,1,-1
Hongkong,SCMP: Revealed: The mayhem five men caused during the explosive Mong Kok riot in 2016 https://t.co/tGRjQxkybu,109,966850000000000000,2/23/2018 1:40,dlvr.it,2,0,0
Hongkong,"SCMP: Hong Kong police warn of fake Airbnb website used to con renter out of HK$26,000 https://t.co/GxCd5QD1eZ",110,966815000000000000,2/22/2018 23:20,dlvr.it,4,0,-1
Hongkong,SCMP: Hong Kong golf chief chips in to defeat his own argument https://t.co/YaFykDpPVS,86,966730000000000000,2/22/2018 17:44,dlvr.it,2,1,1
Hongkong,SCMP: Resolved: row over who’s in charge of Cantonese opera theatre’s grand opening at Hong Kong arts hub https://t.co/z65P86ihjJ,129,966636000000000000,2/22/2018 11:29,dlvr.it,6,2,1
Hongkong,SCMP: Elderly man dies after blaze in Hong Kong flat https://t.co/aXTSKhMyax,76,966619000000000000,2/22/2018 10:22,dlvr.it,1,0,-1
Hongkong,"SCMP: Gold to encourage defections, Colombian chocolate robbers and a vanishing Korean actress: headlines from four… https://t.co/kKwXjofl3j",140,966619000000000000,2/22/2018 10:22,dlvr.it,2,0,0
Hongkong,"HKFP: Proposed changes to media ownership rules may have ‘little impact’ on mainland investment trend, Hong Kong la… https://t.co/XGNRejwJr4",140,966577000000000000,2/22/2018 7:36,dlvr.it,8,1,-1
Hongkong,SCMP: Unions split over new pay deal for bus drivers following deadly Hong Kong crash https://t.co/jS3A4uoUvw,109,966560000000000000,2/22/2018 6:29,dlvr.it,7,1,-1
Hongkong,SCMP: Why an ice rink? Multimillion-dollar plan for Discovery Bay labelled ‘very strange’  https://t.co/OVuUEgo4pb,114,966519000000000000,2/22/2018 3:44,dlvr.it,4,1,-1
Hongkong,SCMP: Hong Kong designers’ smart creations win awards in major German competition https://t.co/aQpBzU9F32,105,966487000000000000,2/22/2018 1:37,dlvr.it,3,0,1
Hongkong,SCMP: ‘HK$400 million rent exemption’ for 27 private Hong Kong sports clubs prompts call for lease review https://t.co/eFknTIig8V,129,966487000000000000,2/22/2018 1:37,dlvr.it,2,0,0
Hongkong,SCMP: Prosecutors accuse Hong Kong activist Edward Leung of inciting crowd on first day of Mong Kong riot trial https://t.co/cbHw7BRgJP,135,966452000000000000,2/21/2018 23:17,dlvr.it,3,0,1
Hongkong,SCMP: No contract renewal for Hong Kong doctor who left liver patient in middle of transplant https://t.co/1nEAfI6Bgz,117,966291000000000000,2/21/2018 12:38,dlvr.it,2,0,0
Hongkong,SCMP: Hong Kong cosmetics retailer Sa Sa to close all stores in Taiwan https://t.co/a2phSpJhXo,94,966273000000000000,2/21/2018 11:26,dlvr.it,7,2,0
Hongkong,SCMP: Jail term increased for woman behind street scam after Hong Kong police push for tougher sentence amid more c… https://t.co/VCQ7wKXRam,140,966256000000000000,2/21/2018 10:18,dlvr.it,4,1,0
Hongkong,SCMP: Hong Kong arm of embattled Chinese conglomerate LeEco ordered by court to wind up business in city https://t.co/Qo5VW6zeNn,128,966256000000000000,2/21/2018 10:18,dlvr.it,3,0,0
Hongkong,SCMP: Two held as police hunt for gang who attacked man outside McDonald’s in Hong Kong https://t.co/KtYPoyTbkb,111,966214000000000000,2/21/2018 7:31,dlvr.it,2,0,0
Hongkong,SCMP: Hong Kong public will get chance to board French navy frigate Vendémiaire during coming port call https://t.co/ayrOmYRbl4,127,966197000000000000,2/21/2018 6:24,dlvr.it,15,2,0
Hongkong,SCMP: New look for old Hong Kong hospital revealed as Kwong Wah set for major facelift https://t.co/5aN5PzmtWd,110,966156000000000000,2/21/2018 3:40,dlvr.it,7,2,1
Hongkong,SCMP: One-stop Hong Kong database portal planned by 2023 to ease information gathering and spur ‘smart city’ develo… https://t.co/397bOh9V9V,140,966124000000000000,2/21/2018 1:33,dlvr.it,1,1,1
Hongkong,SCMP: Fears of ecosystem imbalance raised over hybrid Sabah giant grouper in Hong Kong waters  https://t.co/1kltmdxQjn,118,966124000000000000,2/21/2018 1:33,dlvr.it,3,3,0
Hongkong,SCMP: Former Hong Kong police sergeant dies after falling from flat while hanging clothes https://t.co/lxXUJqAkRm,113,966088000000000000,2/20/2018 23:13,dlvr.it,4,0,-1
Hongkong,SCMP: More than 60 million tourists expected in Hong Kong in 2018 as officials pin hopes on projects linking city t… https://t.co/2IL8CtAbAJ,140,965919000000000000,2/20/2018 12:00,dlvr.it,7,0,1
Hongkong,SCMP: Italian lingerie brand La Perla faces eviction from flagship Hong Kong store over HK$9.21 million rent dispute https://t.co/gbFbSvbilY,140,965910000000000000,2/20/2018 11:23,dlvr.it,5,0,0
Hongkong,SCMP: Hong Kong police force must take criticism on the chin and get on with the job https://t.co/UlR6JdKare,108,965892000000000000,2/20/2018 10:13,dlvr.it,7,1,0
Hongkong,SCMP: Hong Kong Disneyland falls further into red as losses double in 2017 to hit HK$345 million https://t.co/kSix8BD10C,120,965892000000000000,2/20/2018 10:13,dlvr.it,7,1,0
Hongkong,"Arched Colonnades: The Murray, Hong Kong is Central's newest and hippest hotel yet. Major #retro vibes here. https://t.co/S0d0KeE8JD",132,965884000000000000,2/20/2018 9:40,Twitter for iPhone,6,1,1
Hongkong,"SCMP: Hospitals see rush of patients amid flu surge and end of Lunar New Year break, resulting in waits of over eig… https://t.co/ZuYmmgnC7t",140,965851000000000000,2/20/2018 7:28,dlvr.it,5,1,1
Hongkong,SCMP: Bangkok court gives Japanese man who lived in Hong Kong custody of 13 children born to Thai surrogate mothers https://t.co/NVwN7H46k0,139,965833000000000000,2/20/2018 6:19,dlvr.it,4,0,0
Hongkong,HKFP: Volunteers hit Mong Kok streets as Lunar New Year night market-goers leave piles of trash… https://t.co/p0asDcp987,120,965792000000000000,2/20/2018 3:35,dlvr.it,7,3,1
Hongkong,"SCMP: Female Hong Kong student, 21, found dead in Tseung Kwan O flat https://t.co/eBKPnGcvLy",92,965761000000000000,2/20/2018 1:31,dlvr.it,6,1,-1
Hongkong,SCMP: New puppy recruits to join Hong Kong police dog unit amid looming canine retirements    https://t.co/BcmX52XlZw,117,965761000000000000,2/20/2018 1:31,dlvr.it,4,0,1
Hongkong,SCMP: Remembering Zhang Junsheng: Beijing’s envoy who took aim at Chris Patten https://t.co/kxrKppA4xZ,102,965725000000000000,2/19/2018 23:09,dlvr.it,2,0,0
Hongkong,SCMP: What happened to the Hong Kong spirit? Don’t ask our mistreated domestic helpers https://t.co/nmRZHcocdX,110,965554000000000000,2/19/2018 11:51,dlvr.it,11,5,0
Hongkong,SCMP: Hong Kong tourist who died in Philippine snorkelling accident also frequented city’s outlying islands https://t.co/jmGyTHeKJd,131,965546000000000000,2/19/2018 11:17,dlvr.it,6,1,0
Hongkong,SCMP: Hong Kong government urged to allocate extra HK$7 billion for mental health services https://t.co/ZyEWmJFEl5,114,965529000000000000,2/19/2018 10:09,dlvr.it,13,0,-1
Hongkong,SCMP: Hong Kong’s ‘war on flu’ rages on as hospitals brace for surge in patients after Lunar New Year break https://t.co/nuIXaDLB26,131,965529000000000000,2/19/2018 10:09,dlvr.it,2,1,1
Hongkong,SCMP: Would mandarins or private sector high-fliers make better ministers in Hong Kong? https://t.co/2vuIus2qZf,111,965487000000000000,2/19/2018 7:22,dlvr.it,4,1,1
Hongkong,SCMP: Rural leaders seek incentives for Hong Kong villagers in solar power push https://t.co/jIhhi5D4dQ,103,965470000000000000,2/19/2018 6:14,dlvr.it,7,0,0
